date,stationID,number_of_users,average_power_usage
2019-12-13,2-39-95-27,1,3.49
2019-12-13,2-39-95-444,1,1.15408695652174
2019-12-14,2-39-123-23,1,0.378737648847226
2019-12-14,2-39-126-20,1,2.21809666381523
2019-12-14,2-39-127-19,2,0.791204488067377
2019-12-14,2-39-128-18,1,1.671
2019-12-14,2-39-130-31,1,0.781426356589147
2019-12-14,2-39-131-30,1,2.70970665162983
2019-12-14,2-39-139-28,1,3.95951609058403
2019-12-14,2-39-78-367,4,0.50122619547394
2019-12-14,2-39-79-381,1,0.945822532402792
2019-12-14,2-39-88-24,1,1.58959194029851
2019-12-14,2-39-88-438,1,1.60004682080925
2019-12-14,2-39-90-440,1,1.39309160892995
2019-12-14,2-39-91-437,1,2.70279381443299
2019-12-15,2-39-131-30,3,2.30465905910987
2019-12-15,2-39-138-29,1,3.86722879208399
2019-12-15,2-39-139-28,1,0.740244215938303
2019-12-15,2-39-79-377,1,5.14230792776247
2019-12-15,2-39-79-383,1,3.57411177474403
2019-12-15,2-39-89-25,1,0.526214304156984
2019-12-15,2-39-91-437,1,6.33046678619041
2019-12-16,2-39-123-23,1,1.34756706908115
2019-12-16,2-39-123-557,1,0.528241227380016
2019-12-16,2-39-125-21,1,0.0778455551003687
2019-12-16,2-39-127-19,2,1.70814359053036
2019-12-16,2-39-129-17,1,2.31497848456501
2019-12-16,2-39-131-30,1,5.36196316401706
2019-12-16,2-39-138-29,1,1.024
2019-12-16,2-39-139-28,3,4.24243355458359
2019-12-16,2-39-78-362,1,4.11627925719592
2019-12-16,2-39-78-363,1,2.46066826923077
2019-12-16,2-39-78-365,1,2.59338213082375
2019-12-16,2-39-78-366,1,0.0321344527760051
2019-12-16,2-39-79-377,1,1.538
2019-12-16,2-39-79-378,1,5.81775131181428
2019-12-16,2-39-79-379,1,2.42942990950945
2019-12-16,2-39-79-380,1,1.67249955396967
2019-12-16,2-39-79-382,1,0.467477694235589
2019-12-16,2-39-88-24,1,1.21965802157448
2019-12-16,2-39-89-25,1,1.43989761503252
2019-12-16,2-39-90-26,1,0.274110406091371
2019-12-16,2-39-90-440,1,1.71002137767221
2019-12-16,2-39-91-437,1,2.96799396984925
2019-12-16,2-39-95-27,1,1.2361722846442
2019-12-16,2-39-95-444,1,3.67596476234304
2019-12-17,2-39-125-21,2,1.70303308251951
2019-12-17,2-39-127-19,2,0.188826659156678
2019-12-17,2-39-128-18,2,1.80058742607218
2019-12-17,2-39-129-17,1,2.42517872533454
2019-12-17,2-39-130-31,1,2.11936602943871
2019-12-17,2-39-131-30,1,2.70948504471169
2019-12-17,2-39-139-28,2,3.61382933019426
2019-12-17,2-39-78-361,2,0.909821305006376
2019-12-17,2-39-78-362,1,1.78647849176845
2019-12-17,2-39-78-363,2,0.608963397716627
2019-12-17,2-39-78-364,2,0.668254286214745
2019-12-17,2-39-78-365,1,1.15955717450579
2019-12-17,2-39-78-366,1,3.75130572872042
2019-12-17,2-39-79-376,2,1.81686618111047
2019-12-17,2-39-79-377,1,3.79784039308709
2019-12-17,2-39-79-378,1,0.359650974025974
2019-12-17,2-39-79-379,1,1.13105199494494
2019-12-17,2-39-79-382,1,0.875953185185185
2019-12-17,2-39-79-383,1,1.92762166620841
2019-12-17,2-39-89-25,1,1.836
2019-12-17,2-39-90-440,1,2.01936514669495
2019-12-17,2-39-91-437,1,0.268995268463279
2019-12-17,2-39-91-441,1,3.27068607068607
2019-12-17,2-39-92-436,2,0.962187095732359
2019-12-17,2-39-92-442,1,0.263134516313681
2019-12-17,2-39-95-27,1,1.1911637235116
2019-12-18,2-39-123-23,1,4.34834237107921
2019-12-18,2-39-124-22,1,1.48472085561497
2019-12-18,2-39-125-21,2,0.479273854447439
2019-12-18,2-39-126-20,2,1.13159424021557
2019-12-18,2-39-127-19,1,2.49283164005806
2019-12-18,2-39-129-17,1,5.94160659371104
2019-12-18,2-39-130-31,2,0.711114499442302
2019-12-18,2-39-131-30,2,0.627494801436593
2019-12-18,2-39-138-29,1,2.26838250919493
2019-12-18,2-39-139-28,1,1.06202636103152
2019-12-18,2-39-78-360,2,1.76206069372973
2019-12-18,2-39-78-362,2,1.25457975180759
2019-12-18,2-39-78-363,1,0.314584787159805
2019-12-18,2-39-78-364,1,1.82270917686318
2019-12-18,2-39-78-365,1,0.0900016310552928
2019-12-18,2-39-78-366,1,1.2466261654917
2019-12-18,2-39-78-367,2,1.99686487511469
2019-12-18,2-39-79-376,2,0.899454513249256
2019-12-18,2-39-79-378,1,0.506473186728395
2019-12-18,2-39-79-379,1,0.42762182194947
2019-12-18,2-39-79-380,1,1.03299635719208
2019-12-18,2-39-79-381,1,0.663044686892841
2019-12-18,2-39-79-382,1,2.29915565031983
2019-12-18,2-39-88-24,1,1.59552229299363
2019-12-18,2-39-89-25,3,1.59690631193646
2019-12-18,2-39-91-437,2,3.37059113173028
2019-12-18,2-39-92-436,1,0.602072219222462
2019-12-18,2-39-92-442,1,5.48713599560862
2019-12-19,2-39-123-23,2,2.91148273455679
2019-12-19,2-39-125-21,1,1.27242434259955
2019-12-19,2-39-126-20,1,0.369154639175258
2019-12-19,2-39-126-560,1,3.10295405442363
2019-12-19,2-39-127-19,3,2.64713175606941
2019-12-19,2-39-128-18,2,1.24810291526489
2019-12-19,2-39-129-17,1,2.72518563377912
2019-12-19,2-39-139-28,2,0.46273827328976
2019-12-19,2-39-78-360,1,0.0300481146100824
2019-12-19,2-39-78-361,2,1.99811579216136
2019-12-19,2-39-78-362,1,0.669076939291737
2019-12-19,2-39-78-363,1,0.418247716428084
2019-12-19,2-39-78-366,1,0.852
2019-12-19,2-39-78-367,1,0.447701793721973
2019-12-19,2-39-79-376,1,3.87990663070771
2019-12-19,2-39-79-377,1,1.10234378874287
2019-12-19,2-39-79-378,1,0.761721293199554
2019-12-19,2-39-79-379,1,1.818
2019-12-19,2-39-79-380,2,3.54156065295712
2019-12-19,2-39-79-381,1,0.819677805265295
2019-12-19,2-39-79-382,1,0.912736558640542
2019-12-19,2-39-89-25,1,4.10866495211068
2019-12-19,2-39-90-26,1,1.34792750744786
2019-12-19,2-39-91-437,1,0.773
2019-12-19,2-39-92-442,1,3.46051533538359
2019-12-20,2-39-125-21,2,0.898259819494275
2019-12-20,2-39-127-19,1,0.347374382614422
2019-12-20,2-39-128-18,1,1.92470391851747
2019-12-20,2-39-131-30,1,4.4225861466039
2019-12-20,2-39-138-29,2,0.545124898163815
2019-12-20,2-39-139-28,2,2.46786052149709
2019-12-20,2-39-78-360,1,0.158225345402573
2019-12-20,2-39-78-362,1,0.208057902462893
2019-12-20,2-39-78-363,1,1.22197908915972
2019-12-20,2-39-78-364,1,1.92468564636631
2019-12-20,2-39-78-365,2,1.18003328511215
2019-12-20,2-39-78-366,1,2.85414302461899
2019-12-20,2-39-79-376,1,1.81659456920041
2019-12-20,2-39-79-377,1,0.201797984678032
2019-12-20,2-39-79-379,1,1.74677866666667
2019-12-20,2-39-79-381,1,0.513861447783497
2019-12-20,2-39-79-382,1,3.8061593373494
2019-12-20,2-39-79-383,2,2.22970095429759
2019-12-20,2-39-88-24,2,0.925436216799892
2019-12-20,2-39-89-25,1,1.39929933826392
2019-12-20,2-39-90-26,2,0.0954886612715593
2019-12-20,2-39-90-440,1,0.161856751408129
2019-12-20,2-39-91-437,1,0.843273905996758
2019-12-20,2-39-91-441,1,1.8964010007148
2019-12-21,2-39-123-23,1,1.46094809201261
2019-12-21,2-39-131-30,1,0.529
2019-12-21,2-39-79-377,1,0.878
2019-12-21,2-39-79-378,1,0.85
2019-12-21,2-39-89-25,1,0.239620860414732
2019-12-21,2-39-95-27,1,2.29982904462086
2019-12-22,2-39-129-17,1,1.82261225596529
2019-12-22,2-39-131-30,1,6.45996494788304
2019-12-22,2-39-138-29,1,0.529238663484487
2019-12-22,2-39-139-28,1,5.31544658251232
2019-12-22,2-39-78-365,1,1.37379658288969
2019-12-23,2-39-123-23,1,0.516876000711617
2019-12-23,2-39-124-22,1,2.774575
2019-12-23,2-39-128-18,2,2.32530094108312
2019-12-23,2-39-129-17,1,0.00372731990375997
2019-12-23,2-39-131-30,2,3.04990843798308
2019-12-23,2-39-138-29,1,2.09448078641644
2019-12-23,2-39-139-28,1,2.78039235162652
2019-12-23,2-39-78-365,1,0.858680892337536
2019-12-23,2-39-78-366,1,0.193166889781348
2019-12-23,2-39-79-379,1,0.677872941176471
2019-12-24,2-39-123-23,1,0.309639901930739
2019-12-24,2-39-124-22,1,3.18055646070936
2019-12-24,2-39-130-31,1,5.75801636782978
2019-12-24,2-39-139-28,1,2.37202937219731
2019-12-24,2-39-78-364,1,2.07956991029641
2019-12-24,2-39-78-365,1,0.551261845386534
2019-12-24,2-39-78-366,1,4.53918742746615
2019-12-24,2-39-79-380,1,2.085
2019-12-24,2-39-79-381,1,4.89556310679612
2019-12-24,2-39-89-25,2,0.795612828747895
2019-12-24,2-39-91-437,1,0.296768402154398
2019-12-25,2-39-127-19,1,1.43805856255546
2019-12-25,2-39-138-29,1,2.107
2019-12-25,2-39-79-379,1,3.82558128009063
2019-12-27,2-39-138-29,1,1.2436836492891
2019-12-27,2-39-139-28,1,1.14730478286972
2019-12-27,2-39-78-360,1,2.58850236702868
2019-12-27,2-39-79-379,1,0.805354484441733
2019-12-27,2-39-79-380,1,0.836
2019-12-27,2-39-89-25,1,1.47888582133701
2019-12-28,2-39-129-17,1,1.0418500635324
2019-12-28,2-39-138-29,1,6.24496543551254
2019-12-28,2-39-139-28,1,3.21623098859316
2019-12-28,2-39-79-377,1,5.65459453371377
2019-12-28,2-39-79-380,1,0.223852478707141
2019-12-29,2-39-129-17,1,1.04924261339992
2019-12-29,2-39-138-29,1,0.96797275469495
2019-12-29,2-39-139-28,1,3.10573983739837
2019-12-29,2-39-79-380,1,0.296724576271187
2019-12-30,2-39-126-20,1,0.478647194465796
2019-12-30,2-39-127-19,1,5.86479242224699
2019-12-30,2-39-130-31,1,0.294205163991626
2019-12-30,2-39-138-29,1,1.25595896520963
2019-12-30,2-39-139-28,1,0.705918995129454
2019-12-30,2-39-79-380,1,0.212365743721829
2019-12-30,2-39-89-25,1,0.759570967741936
2019-12-30,2-39-90-26,1,0.528221844293273
2019-12-30,2-39-92-436,1,0.571123722431415
2019-12-31,2-39-130-31,1,2.66884297520661
2019-12-31,2-39-131-30,1,3.30079634902027
2019-12-31,2-39-138-29,1,1.14300419384902
2019-12-31,2-39-139-28,1,3.99709936238045
2019-12-31,2-39-79-377,1,2.00105664249555
2019-12-31,2-39-79-379,1,1.418
2019-12-31,2-39-89-25,1,2.66053897355053
2019-12-31,2-39-92-436,1,2.382
2019-12-31,2-39-95-27,1,4.91567570219551
2020-01-01,2-39-127-19,1,1.59024596959926
2020-01-01,2-39-129-17,1,0.412851994636272
2020-01-01,2-39-131-30,2,1.01848007117348
2020-01-01,2-39-139-28,1,2.66930436573311
2020-01-01,2-39-79-377,1,3.24888604459125
2020-01-02,2-39-123-23,1,2.67314444224292
2020-01-02,2-39-126-20,1,3.31972845369465
2020-01-02,2-39-138-29,1,1.21244716367237
2020-01-02,2-39-139-28,1,1.39592030089507
2020-01-02,2-39-78-365,1,0.727921416938111
2020-01-02,2-39-78-366,1,3.02024833455408
2020-01-02,2-39-78-367,1,0.777114198317614
2020-01-02,2-39-79-377,1,1.68062646566164
2020-01-02,2-39-79-380,1,2.083
2020-01-02,2-39-79-381,1,1.31915455100794
2020-01-02,2-39-79-382,1,4.29526026443981
2020-01-02,2-39-79-383,1,0.855
2020-01-02,2-39-89-25,1,0.439448548812665
2020-01-02,2-39-90-440,1,1.02116020699123
2020-01-03,2-39-123-23,2,0.720175226586103
2020-01-03,2-39-126-20,1,0.695892775051252
2020-01-03,2-39-139-28,3,2.46722151736625
2020-01-03,2-39-78-363,1,1.80986762936221
2020-01-03,2-39-78-366,1,2.84150482994566
2020-01-03,2-39-79-377,1,0.0445650926897517
2020-01-03,2-39-79-379,1,0.807
2020-01-03,2-39-79-380,2,0.562098300970874
2020-01-03,2-39-89-25,2,1.02773088483938
2020-01-03,2-39-92-442,1,1.85012027491409
2020-01-04,2-39-123-23,1,0.00277798438081071
2020-01-04,2-39-128-18,1,1.28433734939759
2020-01-04,2-39-129-17,1,2.56264063453325
2020-01-04,2-39-130-31,1,2.79557395659432
2020-01-04,2-39-131-30,3,2.00877945420068
2020-01-04,2-39-139-28,1,2.33738864628821
2020-01-04,2-39-79-377,1,1.59186467944168
2020-01-05,2-39-125-21,1,2.15261467889908
2020-01-05,2-39-126-20,1,0.435580627993614
2020-01-05,2-39-127-19,2,0.6706769108808
2020-01-05,2-39-129-17,2,1.79268313848193
2020-01-05,2-39-138-29,1,0.877
2020-01-05,2-39-89-25,2,1.77120159758697
2020-01-06,2-39-125-21,1,2.64228915662651
2020-01-06,2-39-127-19,2,2.46357065473387
2020-01-06,2-39-129-17,1,0.0803202156334232
2020-01-06,2-39-130-31,1,0.114314824248599
2020-01-06,2-39-131-30,2,0.678170860408076
2020-01-06,2-39-138-29,1,0.395524402558061
2020-01-06,2-39-139-28,2,0.895629241774687
2020-01-06,2-39-78-363,1,2.92393666045691
2020-01-06,2-39-78-364,1,1.0453193231441
2020-01-06,2-39-78-365,1,3.03625
2020-01-06,2-39-78-366,1,0.495519022827393
2020-01-06,2-39-79-377,1,1.296
2020-01-06,2-39-79-379,2,1.0562804057422
2020-01-06,2-39-79-380,2,0.151129777626247
2020-01-06,2-39-79-382,1,2.0737135989011
2020-01-06,2-39-89-25,1,0.687743707904998
2020-01-06,2-39-90-26,1,2.42679863749509
2020-01-06,2-39-90-440,1,0.17022140011383
2020-01-06,2-39-91-437,1,2.90000742220953
2020-01-06,2-39-95-27,1,0.593594289027395
2020-01-07,2-39-124-558,1,0.045281954887218
2020-01-07,2-39-129-17,1,0.16178301369863
2020-01-07,2-39-130-31,1,0.612637644584648
2020-01-07,2-39-131-30,1,0.247371428571429
2020-01-07,2-39-139-28,1,1.21139024867828
2020-01-07,2-39-78-360,2,1.99643452975696
2020-01-07,2-39-78-361,1,0.992
2020-01-07,2-39-78-363,1,0.0140803702795488
2020-01-07,2-39-78-366,2,0.422800568940994
2020-01-07,2-39-78-367,1,1.61255878385768
2020-01-07,2-39-79-376,1,0.736
2020-01-07,2-39-79-377,1,3.158
2020-01-07,2-39-79-379,1,1.28273528356066
2020-01-07,2-39-79-380,1,0.285787052606294
2020-01-07,2-39-79-383,2,0.415633457684939
2020-01-07,2-39-89-25,1,2.60148575469792
2020-01-07,2-39-91-437,1,4.17205419751362
2020-01-07,2-39-92-436,1,0.591
2020-01-07,2-39-95-27,1,4.73879277978339
2020-01-07,2-39-95-444,1,6.78892902720251
2020-01-08,2-39-123-23,1,4.45298754387172
2020-01-08,2-39-126-20,1,0.113932341001353
2020-01-08,2-39-127-19,1,2.9489196240707
2020-01-08,2-39-128-18,1,1.74425103069171
2020-01-08,2-39-129-17,2,1.29312696091465
2020-01-08,2-39-130-31,1,2.37970208816705
2020-01-08,2-39-131-30,2,1.14023509105031
2020-01-08,2-39-138-29,4,1.05620843257333
2020-01-08,2-39-139-28,2,1.48833389792804
2020-01-08,2-39-78-361,1,4.10887258011594
2020-01-08,2-39-78-362,1,0.654090178981184
2020-01-08,2-39-78-363,1,0.0370059141940658
2020-01-08,2-39-78-366,1,1.45420582847062
2020-01-08,2-39-79-376,1,5.42731315264578
2020-01-08,2-39-79-377,1,1.609
2020-01-08,2-39-79-379,1,0.79075
2020-01-08,2-39-79-380,1,0.148698377222816
2020-01-08,2-39-79-381,2,1.95969925677845
2020-01-08,2-39-79-382,1,0.935751663354359
2020-01-08,2-39-88-24,1,2.04225579053374
2020-01-08,2-39-89-25,1,2.84869120378187
2020-01-08,2-39-90-26,1,0.722905263157895
2020-01-08,2-39-91-437,1,1.65209818979704
2020-01-08,2-39-92-436,1,5.13929232192414
2020-01-09,2-39-123-23,2,1.37211072137291
2020-01-09,2-39-124-22,1,0.79
2020-01-09,2-39-125-21,1,1.77098302094818
2020-01-09,2-39-126-20,1,0.936382261086821
2020-01-09,2-39-128-562,1,0.719802392095684
2020-01-09,2-39-129-17,1,0.495074244966443
2020-01-09,2-39-130-31,1,1.265
2020-01-09,2-39-131-30,2,1.64646183428601
2020-01-09,2-39-139-28,2,2.9881607794064
2020-01-09,2-39-78-360,2,1.86226268993336
2020-01-09,2-39-78-361,1,0.527
2020-01-09,2-39-78-365,1,0.517657949416064
2020-01-09,2-39-78-366,1,0.120730260255845
2020-01-09,2-39-78-367,1,4.28603168685927
2020-01-09,2-39-79-376,1,1.82629952606635
2020-01-09,2-39-79-377,1,0.824401616073378
2020-01-09,2-39-79-379,1,1.369
2020-01-09,2-39-79-380,1,0.843
2020-01-09,2-39-79-381,1,2.14197036516854
2020-01-09,2-39-79-383,1,0.764082571512828
2020-01-09,2-39-89-25,1,1.56672723601857
2020-01-09,2-39-90-26,1,0.144585045193098
2020-01-09,2-39-91-437,1,0.717484186900633
2020-01-09,2-39-92-436,1,4.82188720882714
2020-01-09,2-39-92-442,2,1.07223297479366
2020-01-09,2-39-95-27,1,2.45268424611224
2020-01-10,2-39-123-23,1,0.319501266315995
2020-01-10,2-39-125-21,2,1.24782704561822
2020-01-10,2-39-127-19,1,1.62956476140535
2020-01-10,2-39-128-18,4,3.32510811311174
2020-01-10,2-39-129-17,3,1.61253962534027
2020-01-10,2-39-130-31,1,1.206
2020-01-10,2-39-131-30,2,1.59467134402145
2020-01-10,2-39-138-29,2,2.79197269420167
2020-01-10,2-39-139-28,2,0.71225622979373
2020-01-10,2-39-78-360,1,0.677572796170722
2020-01-10,2-39-78-361,1,0.197039102055755
2020-01-10,2-39-78-363,1,1.8146926889715
2020-01-10,2-39-78-364,1,0.0613549597855228
2020-01-10,2-39-78-365,2,1.26899927470357
2020-01-10,2-39-78-366,1,1.56769555637165
2020-01-10,2-39-78-367,1,1.11127377564775
2020-01-10,2-39-79-376,1,2.15923949889462
2020-01-10,2-39-79-379,1,0.712078133478025
2020-01-10,2-39-79-380,2,0.179715153737166
2020-01-10,2-39-79-382,1,0.00529319867445164
2020-01-10,2-39-79-383,1,5.56207357859532
2020-01-10,2-39-88-24,1,0.799823541623417
2020-01-10,2-39-89-25,2,2.92580355477881
2020-01-10,2-39-89-439,1,0.238808452481077
2020-01-10,2-39-91-437,1,0.155233919499805
2020-01-10,2-39-91-441,2,3.18992413294798
2020-01-10,2-39-95-27,1,2.19631147755529
2020-01-10,2-39-95-444,1,0.860779966471081
2020-01-11,2-39-123-23,2,0.280752423883384
2020-01-11,2-39-126-20,1,0.33668836950473
2020-01-11,2-39-128-18,1,2.09773516991755
2020-01-11,2-39-129-17,1,1.85150382653061
2020-01-11,2-39-138-29,1,2.04579415133751
2020-01-11,2-39-139-28,1,2.056
2020-01-11,2-39-78-363,1,5.52088275547445
2020-01-11,2-39-78-367,1,0.200787172011662
2020-01-11,2-39-79-377,1,0.340259033521985
2020-01-11,2-39-79-380,2,1.32343444685775
2020-01-11,2-39-90-440,1,2.38120482743063
2020-01-11,2-39-91-437,1,1.66795359938896
2020-01-12,2-39-129-17,2,2.1211032115869
2020-01-12,2-39-131-30,2,0.23261927125141
2020-01-12,2-39-139-28,1,1.5310471242146
2020-01-12,2-39-79-377,1,0.484735835337547
2020-01-12,2-39-91-437,1,0.653510402833112
2020-01-13,2-39-123-23,1,1.51003699136868
2020-01-13,2-39-124-22,1,0.914964407473067
2020-01-13,2-39-124-558,1,0.594191285137503
2020-01-13,2-39-125-21,1,3.7565804641673
2020-01-13,2-39-126-20,1,0.331689753863767
2020-01-13,2-39-127-19,3,2.79783081149981
2020-01-13,2-39-129-17,1,5.6679585428941
2020-01-13,2-39-130-31,1,0.0113898174337876
2020-01-13,2-39-131-30,1,2.56176281931755
2020-01-13,2-39-138-29,1,0.243909671341846
2020-01-13,2-39-139-28,2,1.38794272627513
2020-01-13,2-39-78-362,1,0.685530255815639
2020-01-13,2-39-78-364,1,0.0699122800756576
2020-01-13,2-39-78-365,1,4.93048125878495
2020-01-13,2-39-79-376,1,3.1649983158868
2020-01-13,2-39-79-377,1,0.560988176487552
2020-01-13,2-39-79-378,1,0.386030872483222
2020-01-13,2-39-79-379,1,4.24600755235153
2020-01-13,2-39-79-380,1,1.67860786994834
2020-01-13,2-39-79-381,1,1.84248725531163
2020-01-13,2-39-79-382,1,0.777990329939733
2020-01-13,2-39-79-383,1,0.0557262891809909
2020-01-13,2-39-88-24,1,0.710337454059472
2020-01-13,2-39-88-438,1,0.13816392363397
2020-01-13,2-39-89-25,3,1.45848514805288
2020-01-13,2-39-90-26,1,1.46712457811766
2020-01-13,2-39-90-440,1,0.159593655319907
2020-01-13,2-39-91-437,1,4.74978558741436
2020-01-13,2-39-91-441,1,4.91553262773723
2020-01-13,2-39-92-436,1,0.782671298188258
2020-01-13,2-39-92-442,1,3.86669364194402
2020-01-13,2-39-95-27,1,2.4963332939299
2020-01-13,2-39-95-444,1,2.56530408163265
2020-01-14,2-39-123-23,2,0.940405450466738
2020-01-14,2-39-125-21,1,0.339372085492228
2020-01-14,2-39-126-20,2,0.717917481055409
2020-01-14,2-39-127-19,1,2.7689653259362
2020-01-14,2-39-128-18,2,2.09290191017037
2020-01-14,2-39-129-17,2,1.45151403582259
2020-01-14,2-39-130-31,1,1.1631345633694
2020-01-14,2-39-139-28,1,0.851799836467702
2020-01-14,2-39-78-360,1,2.12475611210495
2020-01-14,2-39-78-361,1,0.619685987261146
2020-01-14,2-39-78-363,2,2.26497420617291
2020-01-14,2-39-78-364,1,0.462555782818892
2020-01-14,2-39-78-365,1,0.427168454683034
2020-01-14,2-39-78-366,2,0.459260059810816
2020-01-14,2-39-78-367,2,0.166447887307506
2020-01-14,2-39-79-376,1,0.405053997488489
2020-01-14,2-39-79-377,1,2.16254208191346
2020-01-14,2-39-79-379,2,2.33115249625901
2020-01-14,2-39-79-380,1,0.826
2020-01-14,2-39-79-381,1,0.0200629738895476
2020-01-14,2-39-79-383,2,3.0128620136526
2020-01-14,2-39-88-24,1,1.90397591868647
2020-01-14,2-39-88-438,1,2.09316630196937
2020-01-14,2-39-89-25,1,4.77649663108487
2020-01-14,2-39-90-26,1,0.107479453121957
2020-01-14,2-39-90-440,1,0.66620682362893
2020-01-14,2-39-91-437,1,0.462579816250359
2020-01-14,2-39-91-441,1,1.67144245426829
2020-01-14,2-39-92-436,2,0.600235156582117
2020-01-14,2-39-92-442,1,6.00339550630963
2020-01-15,2-39-123-23,1,0.87695733911786
2020-01-15,2-39-124-22,2,2.60850036680717
2020-01-15,2-39-125-21,1,0.0237945467228777
2020-01-15,2-39-127-19,1,2.44415590684204
2020-01-15,2-39-128-18,2,1.46666722563816
2020-01-15,2-39-129-17,1,5.682
2020-01-15,2-39-130-31,1,1.79480746847721
2020-01-15,2-39-131-30,1,4.58326891891892
2020-01-15,2-39-138-29,1,2.13733477250083
2020-01-15,2-39-139-28,3,1.89203912453749
2020-01-15,2-39-78-361,2,1.02636076905934
2020-01-15,2-39-78-363,3,0.961516150952078
2020-01-15,2-39-78-364,1,0.306447778968679
2020-01-15,2-39-78-365,1,1.30388295973021
2020-01-15,2-39-78-366,2,0.949482685990441
2020-01-15,2-39-79-376,1,1.87301875799346
2020-01-15,2-39-79-377,2,4.79254016048807
2020-01-15,2-39-79-378,2,1.26505515677624
2020-01-15,2-39-79-379,1,0.0145513825835741
2020-01-15,2-39-79-380,1,0.0026883586406363
2020-01-15,2-39-79-381,2,0.629385133836651
2020-01-15,2-39-79-382,2,4.38155904480819
2020-01-15,2-39-88-24,1,0.378029690371837
2020-01-15,2-39-89-25,1,2.17862694838933
2020-01-15,2-39-90-26,1,0.654516651665167
2020-01-15,2-39-91-437,3,1.87354489059664
2020-01-15,2-39-92-436,1,4.89528124541049
2020-01-15,2-39-92-442,1,4.59718711199404
2020-01-15,2-39-95-27,2,0.216002500461479
2020-01-15,2-39-95-444,1,1.30114643902439
2020-01-16,2-39-123-23,1,2.68969874963652
2020-01-16,2-39-124-22,1,1.72546564613742
2020-01-16,2-39-124-558,1,0.468229074889868
2020-01-16,2-39-127-19,1,0.158710354477612
2020-01-16,2-39-129-17,2,0.383336402123935
2020-01-16,2-39-129-563,1,0.0117698675496689
2020-01-16,2-39-130-31,3,1.65041157156856
2020-01-16,2-39-138-29,1,1.28583432963279
2020-01-16,2-39-139-28,1,2.2135153019024
2020-01-16,2-39-78-360,1,1.15884955000849
2020-01-16,2-39-78-361,3,0.670874661299433
2020-01-16,2-39-78-362,1,0.189013181242079
2020-01-16,2-39-78-363,1,0.247632542372881
2020-01-16,2-39-78-364,2,2.6553781353852
2020-01-16,2-39-78-366,1,0.0721415185783522
2020-01-16,2-39-78-367,1,0.306364636023752
2020-01-16,2-39-79-376,1,0.329114987080103
2020-01-16,2-39-79-377,1,0.785
2020-01-16,2-39-79-378,1,2.06261121052935
2020-01-16,2-39-79-379,1,0.0589744703021883
2020-01-16,2-39-79-380,3,0.310320577512925
2020-01-16,2-39-79-381,1,0.839338252805543
2020-01-16,2-39-79-383,2,0.849251005000243
2020-01-16,2-39-88-24,2,0.951469983436392
2020-01-16,2-39-88-438,1,0.253262559890486
2020-01-16,2-39-89-25,1,3.601954898276
2020-01-16,2-39-89-439,1,1.84789961685824
2020-01-16,2-39-90-26,1,4.50575201252236
2020-01-16,2-39-90-440,2,1.70274090570026
2020-01-16,2-39-91-437,1,5.00670091914405
2020-01-16,2-39-91-441,1,4.37695382882883
2020-01-16,2-39-92-436,1,0.413163916391639
2020-01-16,2-39-95-27,1,5.17139871830594
2020-01-16,2-39-95-444,1,5.41430603804797
2020-01-17,2-39-124-22,1,3.74829709067743
2020-01-17,2-39-125-21,2,0.909852251786772
2020-01-17,2-39-126-20,1,2.67648688305914
2020-01-17,2-39-127-19,1,0.709793416572077
2020-01-17,2-39-128-18,3,0.622360268788114
2020-01-17,2-39-129-17,1,2.6529143281366
2020-01-17,2-39-130-31,1,2.12609744560076
2020-01-17,2-39-131-30,1,2.72134154979459
2020-01-17,2-39-138-29,3,2.02496731148762
2020-01-17,2-39-139-28,3,3.42295914512537
2020-01-17,2-39-78-360,1,0.9675337065547
2020-01-17,2-39-78-361,2,0.742086207784185
2020-01-17,2-39-78-363,1,2.17057799457429
2020-01-17,2-39-78-364,1,0.551509286058852
2020-01-17,2-39-78-365,1,0.34810163404561
2020-01-17,2-39-78-366,1,2.1821759491101
2020-01-17,2-39-78-367,1,0.323614021268216
2020-01-17,2-39-79-376,1,0.686451072736787
2020-01-17,2-39-79-377,2,0.524052582703843
2020-01-17,2-39-79-378,1,3.53009121905162
2020-01-17,2-39-79-379,1,1.632
2020-01-17,2-39-79-380,2,0.299466153118542
2020-01-17,2-39-79-382,1,0.608566701472653
2020-01-17,2-39-88-24,1,1.20216300181561
2020-01-17,2-39-89-25,1,0.108250278334447
2020-01-17,2-39-90-26,1,0.184457333333333
2020-01-17,2-39-90-440,1,2.7366032555403
2020-01-17,2-39-91-437,1,3.17928687017286
2020-01-17,2-39-91-441,2,2.10707581420182
2020-01-17,2-39-92-436,1,2.02082656583922
2020-01-17,2-39-92-442,2,2.67731207586078
2020-01-17,2-39-95-27,1,2.72517070508623
2020-01-18,2-39-127-19,1,1.74143202815662
2020-01-18,2-39-128-18,1,0.64
2020-01-18,2-39-129-17,1,1.39
2020-01-18,2-39-139-28,1,0.545391304347826
2020-01-18,2-39-78-361,1,2.77643690508567
2020-01-18,2-39-79-377,1,2.07478613232814
2020-01-18,2-39-79-380,1,0.595905546403075
2020-01-18,2-39-89-25,1,0.559555941910411
2020-01-18,2-39-90-26,1,2.71073205604804
2020-01-18,2-39-91-437,1,1.35770884550494
2020-01-19,2-39-127-19,2,1.26588465410662
