"date","session_time","stationID","number_of_users","average_power_usage"
4310270-05-18,"11:00:00","2-39-79-380",1,0.526315789473684
4310349-03-25,"19:00:00","2-39-78-367",1,2.80193027378373
4310487-03-21,"09:00:00","2-39-131-30",1,0.114714596089275
4310536-07-02,"14:00:00","2-39-124-22",1,0.976607470912431
4310605-07-01,"21:00:00","2-39-139-28",1,3.06906139366203
4310792-10-08,"16:00:00","2-39-78-367",1,2.82954177897574
4310999-10-03,"13:00:00","2-39-78-361",1,2.47628083491461
4311532-01-03,"19:00:00","2-39-79-376",1,4.65253959584926
4311807-12-27,"23:00:00","2-39-129-17",1,6.22165114037906
4311945-12-23,"13:00:00","2-39-78-360",1,0.384691170898067
4311945-12-23,"13:00:00","2-39-95-27",1,6.92403890690134
4311955-11-01,"14:00:00","2-39-78-361",1,0.904573170731707
4311965-09-09,"15:00:00","2-39-95-27",1,3.56037735849057
4312202-03-31,"15:00:00","2-39-78-361",1,0.315513552068474
4312212-02-07,"16:00:00","2-39-79-379",1,3.01405588484335
4312428-12-10,"14:00:00","2-39-78-361",1,2.50219204655674
4312428-12-10,"14:00:00","2-39-91-437",1,5.92716728327167
4312438-10-19,"15:00:00","2-39-91-441",1,6.55574127906977
4312665-07-01,"14:00:00","2-39-78-367",1,0.581379719312117
4313444-02-28,"21:00:00","2-39-139-28",1,3.1640625
4313611-09-20,"14:00:00","2-39-123-23",1,0.785486211901306
4313621-07-29,"15:00:00","2-39-123-23",1,1.74789732386674
4313641-04-15,"17:00:00","2-39-92-436",1,6.18197638284649
4314843-10-11,"19:00:00","2-39-139-28",1,1.71456953642384
4315040-11-27,"15:00:00","2-39-127-19",1,1.50305432921885
4315050-10-06,"16:00:00","2-39-95-444",1,3.4257306122449
4315287-04-26,"16:00:00","2-39-92-442",1,1.14507152145644
4315297-03-04,"17:00:00","2-39-78-362",1,0.457623400365631
4315484-06-12,"12:00:00","2-39-139-28",1,6.05260663507109
4315494-04-21,"13:00:00","2-39-79-378",1,5.57951742627346
4315504-02-29,"14:00:00","2-39-91-437",1,5.37502452697968
4315514-01-07,"15:00:00","2-39-88-24",1,0.644406196213425
4315514-01-07,"15:00:00","2-39-91-441",1,3.18559085471222
4315740-09-18,"14:00:00","2-39-124-22",1,6.77860746720484
4315750-07-28,"15:00:00","2-39-124-22",1,1.71535269709544
4316203-12-21,"13:00:00","2-39-139-28",1,5.78330241187384
4316923-06-29,"14:00:00","2-39-78-361",1,2.37094430992736
4317160-01-18,"14:00:00","2-39-130-31",1,1.70484581497797
4317189-08-13,"17:00:00","2-39-89-25",1,6.80805695433235
4317229-01-15,"21:00:00","2-39-138-29",1,3.40873820342538
4317376-11-20,"12:00:00","2-39-79-380",1,5.5114479200258
4317652-11-13,"16:00:00","2-39-78-367",1,0.864875301097619
4317662-09-22,"17:00:00","2-39-127-19",1,0.750157986111111
4317682-06-09,"19:00:00","2-39-123-23",1,1.28810275098884
4317682-06-09,"19:00:00","2-39-78-367",1,0.941196293176074
4318362-07-15,"16:00:00","2-39-78-363",1,6.11346153846154
4318362-07-15,"16:00:00","2-39-91-441",1,3.27068607068607
4319052-06-27,"14:00:00","2-39-127-19",1,6.81296928327645
4319052-06-27,"14:00:00","2-39-78-362",1,2.01058178752108
4319772-01-04,"15:00:00","2-39-131-30",1,6.92139101558897
4320008-07-25,"15:00:00","2-39-123-23",1,2.52819782956769
4321181-06-26,"14:00:00","2-39-79-380",1,0.338458178641625
4322590-12-16,"13:00:00","2-39-79-380",1,0.45873786407767
4322886-08-26,"19:00:00","2-39-127-19",1,1.43781597573306
4324246-11-05,"13:00:00","2-39-79-380",1,0.300429676310513
4324266-07-23,"15:00:00","2-39-78-367",1,2.56776995656732
4324266-07-23,"15:00:00","2-39-91-437",1,0.577913247362251
4324798-10-22,"21:00:00","2-39-139-28",1,2.55755652518842
4324956-07-05,"13:00:00","2-39-127-19",1,5.49365482233503
4325202-12-03,"14:00:00","2-39-78-361",1,2.56127388535032
4325212-10-11,"15:00:00","2-39-88-24",1,3.09729476153245
4325232-06-28,"17:00:00","2-39-78-366",1,0.146200723671682
4325271-12-01,"21:00:00","2-39-79-381",1,0.101442002812319
4325676-01-12,"14:00:00","2-39-78-367",1,0.348361557070596
4325922-06-12,"15:00:00","2-39-79-380",1,0.219010547463586
4325942-02-27,"17:00:00","2-39-78-361",1,0.167730642504119
4326178-09-17,"17:00:00","2-39-127-19",1,3.06955636363636
4326395-07-22,"15:00:00","2-39-89-25",1,2.97068936170213
4326612-05-25,"13:00:00","2-39-139-28",1,6.16560731388768
4326691-04-01,"21:00:00","2-39-139-28",1,0.729462365591398
4326839-02-04,"12:00:00","2-39-78-360",1,6.20174146014735
4326868-08-30,"15:00:00","2-39-88-438",1,2.80849002191718
4327085-07-04,"13:00:00","2-39-78-366",1,0.827218934911243
4327115-01-29,"16:00:00","2-39-79-380",1,0.166655618163739
4327341-10-10,"15:00:00","2-39-91-441",1,5.81322725012432
4327805-01-11,"14:00:00","2-39-131-30",1,3.37907830825732
4328248-07-27,"11:00:00","2-39-79-382",1,1.72532751091703
4328278-02-20,"14:00:00","2-39-124-22",1,4.0785498489426
4328386-07-24,"01:00:00","2-39-139-28",1,3.39950124688279
4328514-09-11,"14:00:00","2-39-78-363",1,0.6794509487283
4328524-07-20,"15:00:00","2-39-90-26",1,0.369967355821545
4329244-01-27,"16:00:00","2-39-91-441",1,6.19521172892459
4329529-11-29,"21:00:00","2-39-78-366",1,6.50259208731242
4329904-06-16,"11:00:00","2-39-79-380",1,1.57525539160045
4329943-11-19,"15:00:00","2-39-138-29",1,1.2162680883473
4330180-06-08,"15:00:00","2-39-95-27",1,0.58748627881449
4330190-04-17,"16:00:00","2-39-79-377",1,1.05612143878561
4330190-04-17,"16:00:00","2-39-90-440",1,1.08350190040585
4330190-04-17,"16:00:00","2-39-95-27",1,0.669533433670178
4330200-02-24,"17:00:00","2-39-95-27",1,1.26206896551724
4330210-01-03,"18:00:00","2-39-91-441",1,0.979182749900173
4330219-11-12,"19:00:00","2-39-124-22",1,1.98584469175941
4330397-04-12,"13:00:00","2-39-91-437",1,2.81642535010681
4330407-02-19,"14:00:00","2-39-123-23",1,3.19857789269554
4330416-12-28,"15:00:00","2-39-126-20",1,0.278906797477225
4330663-05-28,"16:00:00","2-39-78-363",1,0.400161917098446
4330663-05-28,"16:00:00","2-39-78-367",1,0.307231270358306
4330673-04-05,"17:00:00","2-39-79-383",1,1.55905939101598
4330683-02-12,"18:00:00","2-39-123-23",1,2.04747592239334
4330712-09-08,"21:00:00","2-39-139-28",1,6.10355329949239
4330899-12-16,"16:00:00","2-39-78-367",1,2.07664670658683
4330909-10-25,"17:00:00","2-39-79-383",1,1.75688342555799
4331205-07-05,"23:00:00","2-39-78-367",1,4.36277227722772
4331619-06-25,"17:00:00","2-39-123-23",1,1.66413223140496
4331639-03-12,"19:00:00","2-39-124-22",1,0.6723259762309
4331856-01-14,"17:00:00","2-39-88-24",1,0.201047503045067
4331885-08-09,"20:00:00","2-39-128-18",1,3.22959068719489
4331905-04-27,"22:00:00","2-39-139-28",1,6.5272131147541
4332053-03-01,"13:00:00","2-39-79-380",1,0.338526315789474
4332122-02-28,"20:00:00","2-39-78-360",1,4.95790213064856
4332279-11-12,"12:00:00","2-39-78-366",1,6.52338762214984
4332299-07-30,"14:00:00","2-39-88-24",1,6.55449871465296
4332309-06-08,"15:00:00","2-39-78-362",1,0.324836867862969
4332536-02-18,"14:00:00","2-39-79-381",1,3.01546488573516
4332565-09-13,"17:00:00","2-39-78-360",1,0.251484271156402
4333482-05-09,"14:00:00","2-39-92-442",1,6.52489411764706
4333492-03-17,"15:00:00","2-39-88-24",1,3.32874058127018
4333502-01-25,"16:00:00","2-39-127-19",1,5.55798644724105
4333502-01-25,"16:00:00","2-39-78-367",1,0.896378698224852
4333511-12-04,"17:00:00","2-39-78-367",1,1.74715909090909
4333521-10-12,"18:00:00","2-39-78-367",1,1.02316810344828
4333531-08-21,"19:00:00","2-39-78-367",1,1.79138755980861
4333718-11-28,"14:00:00","2-39-78-361",1,0.536208625877633
4333728-10-06,"15:00:00","2-39-78-360",1,0.459327731092437
4333758-05-02,"18:00:00","2-39-78-361",1,0.285330467490596
4333965-04-27,"15:00:00","2-39-90-26",1,6.56926658905704
4333994-11-21,"18:00:00","2-39-79-376",1,0.634142259414226
4334004-09-29,"19:00:00","2-39-78-361",1,0.143368421052632
4334004-09-29,"19:00:00","2-39-78-365",1,2.69938650306749
4334172-04-21,"12:00:00","2-39-95-27",1,5.24795144157815
4334418-09-19,"13:00:00","2-39-129-17",1,3.29056603773585
4335187-07-10,"19:00:00","2-39-78-361",1,0.745468392993145
4335404-05-13,"17:00:00","2-39-78-367",1,0.863157894736842
4335463-07-03,"23:00:00","2-39-139-28",1,3.81523087525844
4335631-01-23,"16:00:00","2-39-78-363",1,0.355654647497501
4336794-02-15,"14:00:00","2-39-123-23",1,5.61178908588533
4336803-12-25,"15:00:00","2-39-123-23",1,2.7755150791281
4336833-07-20,"18:00:00","2-39-79-380",1,0.104984434823058
4337247-07-10,"12:00:00","2-39-78-366",1,0.646116406408436
4337267-03-27,"14:00:00","2-39-78-362",1,4.09429654100203
4337277-02-02,"15:00:00","2-39-78-363",1,0.738355535140101
4337286-12-12,"16:00:00","2-39-78-363",1,1.52433839479393
4337296-10-20,"17:00:00","2-39-78-366",1,0.341528239202658
4337543-03-21,"18:00:00","2-39-78-366",1,2.31643377885784
4338203-08-08,"14:00:00","2-39-95-27",1,6.67798408488064
4338223-04-25,"16:00:00","2-39-95-27",1,6.72461071789687
4338656-12-30,"12:00:00","2-39-78-366",1,1.49474626617038
4338913-04-07,"14:00:00","2-39-78-366",1,1.33145680106605
4356694-04-30,"18:00:00","2-39-139-28",1,0.323613242709932
4398347-10-02,"19:00:00","2-39-81-4550",1,11.0360280076384
4398357-08-10,"20:00:00","2-39-81-4550",1,10.8923355461678
4398387-03-06,"23:00:00","2-39-81-4550",1,32.5222641509434
4398781-06-08,"15:00:00","2-39-139-28",1,3.13014035595428
4401442-09-06,"21:00:00","2-39-81-4550",1,17.449499482223
4402349-06-23,"17:00:00","2-39-139-28",1,1.39271186440678
4402359-05-02,"18:00:00","2-39-81-4550",1,12.161497596762
4402369-03-10,"19:00:00","2-39-81-4550",1,13.9787976729153
4402388-11-25,"21:00:00","2-39-81-4550",1,15.1984916009599
4402862-01-04,"21:00:00","2-39-81-4550",1,26.5899746192893
4403798-05-17,"20:00:00","2-39-81-4550",1,20.0113138686131
4404034-12-06,"20:00:00","2-39-81-4550",1,12.9175269427113
4404478-06-21,"17:00:00","2-39-81-4550",1,20.3750593824228
4404527-10-03,"22:00:00","2-39-81-4550",1,26.7209103840683
4405227-07-25,"21:00:00","2-39-81-4550",1,38.2308338332333
4405927-05-17,"20:00:00","2-39-81-4550",1,42.152170212766
4406075-03-21,"11:00:00","2-39-139-28",1,6.66880434782609
4406154-01-26,"19:00:00","2-39-81-4550",1,37.2953733394411
4408076-01-30,"22:00:00","2-39-81-4550",1,15.4171232876712
4408085-12-08,"23:00:00","2-39-81-4550",1,16.6561085972851
4408450-08-17,"12:00:00","2-39-81-4550",1,28.8080976863753
4408509-10-07,"18:00:00","2-39-81-4550",1,31.2215417106653
4408529-06-24,"20:00:00","2-39-81-4550",1,30.4833705713374
4410648-08-14,"19:00:00","2-39-81-4550",1,37.9566607460035
4411309-01-01,"14:00:00","2-39-81-4550",1,14.8512647554806
4411318-11-10,"15:00:00","2-39-81-4550",1,14.72
4412343-12-07,"23:00:00","2-39-81-4550",1,26.8355023923445
4413290-02-24,"23:00:00","2-39-81-4550",1,5.8400431732326
4413743-07-20,"21:00:00","2-39-81-4550",1,22.3741776315789
4413753-05-28,"22:00:00","2-39-81-4550",1,6.32931392931393
4416818-10-07,"21:00:00","2-39-81-4550",1,35.6790609137056
4417035-08-11,"19:00:00","2-39-81-4550",1,2.71519853947969
4417577-09-18,"02:00:00","2-39-81-4550",1,19.8526180533248
4419115-04-29,"14:00:00","2-39-81-4550",1,27.3054659031754
4419874-04-09,"19:00:00","2-39-81-4550",1,25.3954519613417
4419884-02-16,"20:00:00","2-39-81-4550",1,37.3588452088452
4420100-12-20,"18:00:00","2-39-81-4550",1,17.8714285714286
4422653-10-17,"13:00:00","2-39-139-28",1,3.60783972125436
4422910-01-23,"15:00:00","2-39-91-437",1,0.056976913024539
4424398-05-22,"22:00:00","2-39-81-4550",1,25.071009771987
4424625-02-01,"21:00:00","2-39-81-4550",1,40.2164226607257
4424802-07-03,"15:00:00","2-39-81-4550",1,10.71921005386
4425324-11-23,"20:00:00","2-39-81-4550",1,27.4940382452194
4426261-04-05,"20:00:00","2-39-81-4550",1,19.9980736816759
4426527-05-21,"23:00:00","2-39-81-4550",1,2.63106113843992
4426773-10-18,"00:00:00","2-39-81-4550",1,13.7243619489559
4427237-01-18,"23:00:00","2-39-81-4550",1,5.88457283343577
4427493-04-26,"01:00:00","2-39-81-4550",1,3.18343975003396
4428173-05-31,"22:00:00","2-39-81-4550",1,1.31155079031723
4428567-09-03,"14:00:00","2-39-139-28",1,3.63718857605833
4428567-09-03,"14:00:00","2-39-81-4550",1,26.5245481049563
4428577-07-12,"15:00:00","2-39-81-4550",1,29.7355159310143
4428922-07-04,"02:00:00","2-39-127-19",1,1.61476510067114
4429070-05-09,"17:00:00","2-39-81-4550",1,36.3905945582801
4429829-04-20,"22:00:00","2-39-81-4550",1,29.7758885017422
4430292-07-21,"21:00:00","2-39-81-4550",1,36.2796694214876
4430322-02-15,"00:00:00","2-39-81-4550",1,38.7382137628111
4430676-12-15,"12:00:00","2-39-81-4550",1,26.8709753231492
4430962-10-17,"17:00:00","2-39-81-4550",1,34.2489662676823
4430972-08-25,"18:00:00","2-39-81-4550",1,4.91453590192644
4431150-01-25,"12:00:00","2-39-129-17",1,3.44739130434783
4431435-11-27,"17:00:00","2-39-81-4550",1,20.9178236397749
4431445-10-05,"18:00:00","2-39-81-4550",1,43.7884615384615
4431879-06-12,"14:00:00","2-39-81-4550",1,18.4586074980872
4431978-01-04,"00:00:00","2-39-81-4550",1,9.61149739939776
4432086-06-06,"11:00:00","2-39-81-4550",1,46.2537606278613
4432214-07-26,"00:00:00","2-39-81-4550",1,1.42588204940767
4432362-05-31,"15:00:00","2-39-81-4550",1,13.857990430622
4432865-02-02,"18:00:00","2-39-81-4550",1,38.6331925165963
4432874-12-12,"19:00:00","2-39-81-4550",1,21.8993258426966
4433160-10-14,"00:00:00","2-39-81-4550",1,44.8608737397984
4433348-01-22,"19:00:00","2-39-81-4550",1,21.5065993383249
4433357-11-30,"20:00:00","2-39-81-4550",1,29.9433070866142
4433515-08-15,"12:00:00","2-39-81-4550",1,45.2196569920844
4433831-01-10,"20:00:00","2-39-81-4550",1,15.6138728323699
4434235-02-21,"13:00:00","2-39-129-17",1,0.317175448126018
4434580-02-12,"00:00:00","2-39-81-4550",1,14.858451672011
4435467-03-14,"18:00:00","2-39-81-4550",1,30.5843737081439
4436206-06-08,"21:00:00","2-39-81-4550",1,26.8258753709199
4436452-11-04,"22:00:00","2-39-81-4550",1,19.358616429895
4436925-12-15,"22:00:00","2-39-81-4550",1,21.2434010878901
4438296-01-02,"17:00:00","2-39-81-4550",1,29.0671083140113
4438345-04-15,"22:00:00","2-39-81-4550",1,19.0671168129642
4438571-12-26,"21:00:00","2-39-81-4550",1,37.8115261472785
4439971-08-09,"19:00:00","2-39-79-379",1,0.130186109850204
4439981-06-17,"20:00:00","2-39-81-4550",1,34.9826890181321
4440158-11-16,"14:00:00","2-39-129-17",1,3.20668839450191
4440612-04-10,"12:00:00","2-39-81-4550",1,21.416263568844
4440917-10-28,"19:00:00","2-39-81-4550",1,14.4995162404976
4440927-09-06,"20:00:00","2-39-81-4550",1,41.9658605974395
4441183-12-13,"22:00:00","2-39-81-4550",1,4.93596566523605
4441883-10-04,"21:00:00","2-39-81-4550",1,23.4023285899094
4442544-02-21,"16:00:00","2-39-78-365",1,1.55412844036697
4442553-12-30,"17:00:00","2-39-91-437",1,1.28461538461538
4442563-11-08,"18:00:00","2-39-81-4550",1,15.2666874027994
4442780-09-11,"16:00:00","2-39-81-4550",1,43.2631578947368
4442829-12-23,"21:00:00","2-39-81-4550",1,31.4745424292845
4443056-09-04,"20:00:00","2-39-81-4550",1,26.2581376518219
4443312-12-11,"22:00:00","2-39-81-4550",1,40.3125485122898
4444308-06-13,"03:00:00","2-39-81-4550",1,14.5885090909091
4444485-11-11,"21:00:00","2-39-81-4550",1,23.8501619287514
4444742-02-18,"23:00:00","2-39-81-4550",1,28.6750382848392
4444751-12-28,"00:00:00","2-39-81-4550",1,809.458823529412
4445175-10-26,"19:00:00","2-39-81-4550",1,36.3231560891938
4445905-03-13,"21:00:00","2-39-81-4550",1,5.08393524283935
4445915-01-20,"22:00:00","2-39-81-4550",1,18.6292752250118
4446033-04-30,"10:00:00","2-39-131-30",1,6.51612349914237
4446141-10-01,"21:00:00","2-39-81-4550",1,27.3095392602206
4446585-04-16,"18:00:00","2-39-81-4550",1,27.6324324324324
4446595-02-23,"19:00:00","2-39-81-4550",1,16.2616822429906
4446841-07-23,"20:00:00","2-39-81-4550",1,18.8203193033382
4447354-02-04,"00:00:00","2-39-81-4550",1,38.041404140414
4447561-01-30,"21:00:00","2-39-81-4550",1,10.9485148514852
4447580-10-17,"23:00:00","2-39-81-4550",1,41.1473962930274
4448063-10-05,"00:00:00","2-39-81-4550",1,32.0547469879518
4448280-08-08,"22:00:00","2-39-81-4550",1,32.2130030959752
4448507-04-21,"21:00:00","2-39-81-4550",1,39.1338842975207
4448665-01-02,"13:00:00","2-39-81-4550",1,42.0831024930748
4448674-11-11,"14:00:00","2-39-81-4550",1,32.0151556156969
4448773-06-05,"00:00:00","2-39-81-4550",1,35.9778051787916
4449207-02-10,"20:00:00","2-39-81-4550",1,37.7008695652174
4449404-03-29,"16:00:00","2-39-81-4550",1,19.9231441048035
4449680-03-21,"20:00:00","2-39-81-4550",1,26.60625
4449916-10-11,"20:00:00","2-39-129-17",1,0.941459227467811
4449946-05-07,"23:00:00","2-39-81-4550",1,36.3849255039439
4450311-01-14,"12:00:00","2-39-81-4550",1,35.5825851567787
4450577-02-27,"15:00:00","2-39-81-4550",1,43.065118021731
4450587-01-06,"16:00:00","2-39-81-4550",1,41.8093181116939
4451119-04-08,"22:00:00","2-39-81-4550",1,33.4586156111929
4451296-09-05,"16:00:00","2-39-130-31",1,6.78739118965972
4451365-09-04,"23:00:00","2-39-81-4550",1,42.6980392156863
4451562-10-22,"19:00:00","2-39-81-4550",1,36.9320825515948
4452026-01-22,"18:00:00","2-39-81-4550",1,31.9612813370473
4452035-12-01,"19:00:00","2-39-81-4550",1,33.0979816513761
4452075-05-05,"23:00:00","2-39-81-4550",1,34.9174377224199
4452085-03-13,"00:00:00","2-39-81-4550",1,32.6527245949926
4452095-01-20,"01:00:00","2-39-81-4550",1,42.6392523364486
4452528-09-27,"21:00:00","2-39-81-4550",1,27.6299251870324
4452538-08-06,"22:00:00","2-39-81-4550",1,39.7709824333116
4452647-01-07,"09:00:00","2-39-81-4550",1,27.4193181818182
4452962-06-04,"17:00:00","2-39-81-4550",1,41.0498630136986
4453208-11-01,"18:00:00","2-39-81-4550",1,37.7858267716535
4454825-04-18,"14:00:00","2-39-78-366",1,0.323824008690929
4455968-08-24,"10:00:00","2-39-139-28",1,6.47626189789443
4456234-10-09,"13:00:00","2-39-81-4550",1,42.4887144259078
4456481-03-07,"14:00:00","2-39-81-4550",1,40.6548628428928
4456550-03-06,"21:00:00","2-39-139-28",1,3.4549244398124
4456786-09-25,"21:00:00","2-39-139-28",1,3.44020887728459
4457013-06-07,"20:00:00","2-39-81-4550",1,43.0504672897196
4457476-09-07,"19:00:00","2-39-81-4550",1,34.0552278820375
4457516-02-11,"23:00:00","2-39-81-4550",1,38.9652308645801
4457949-10-18,"19:00:00","2-39-129-17",1,1.5997968511935
4458403-03-12,"17:00:00","2-39-129-17",1,0.620986313273952
4458452-06-22,"22:00:00","2-39-81-4550",1,36.7747443308137
4458679-03-05,"21:00:00","2-39-81-4550",1,36.9589285714286
4458886-02-27,"18:00:00","2-39-81-4550",1,17.694740608229
4458905-11-15,"20:00:00","2-39-81-4550",1,21.7802538787024
4459063-07-30,"12:00:00","2-39-79-383",1,5.8880664652568
4459063-07-30,"12:00:00","2-39-81-4550",1,25.1932101093927
4459369-02-15,"19:00:00","2-39-129-17",1,6.20598146588037
4459398-09-11,"22:00:00","2-39-139-28",1,3.33643516934656
4459645-02-08,"23:00:00","2-39-81-4550",1,30.7507647487254
4459881-08-30,"23:00:00","2-39-139-28",1,0.480152067162997
4460098-07-03,"21:00:00","2-39-81-4550",1,20.4109143130684
4460108-05-12,"22:00:00","2-39-81-4550",1,32.3415313225058
4460266-01-24,"14:00:00","2-39-81-4550",1,29.6466060929984
4460798-04-25,"20:00:00","2-39-81-4550",1,40.713149408814
4460808-03-03,"21:00:00","2-39-81-4550",1,28.7095374071959
4461054-08-01,"22:00:00","2-39-139-28",1,3.31685393258427
4461064-06-09,"23:00:00","2-39-81-4550",1,32.1592705167173
4461172-11-10,"10:00:00","2-39-139-28",1,0.675975845410628
4461261-07-26,"19:00:00","2-39-139-28",1,1.36189876760563
4461685-05-24,"14:00:00","2-39-139-28",1,1.50692344421455
4461961-05-18,"18:00:00","2-39-81-4550",1,15.1054852320675
4461981-02-02,"20:00:00","2-39-81-4550",1,25.8728834355828
4462257-01-26,"00:00:00","2-39-81-4550",1,38.162976573266
4462700-08-12,"21:00:00","2-39-128-18",1,0.175941243092975
4462947-01-09,"22:00:00","2-39-81-4550",1,37.4082352941177
4463558-02-15,"12:00:00","2-39-81-4550",1,29.229246344207
4463607-05-29,"17:00:00","2-39-81-4550",1,31.6730769230769
4463666-07-18,"23:00:00","2-39-81-4550",1,5.3453428863869
4463814-05-24,"14:00:00","2-39-81-4550",1,45.0591259640103
4464277-08-24,"13:00:00","2-39-129-17",1,1.03425414364641
4464750-10-04,"13:00:00","2-39-81-4550",1,34.1767352800383
4464790-03-08,"17:00:00","2-39-81-4550",1,35.7014925373134
4464809-11-23,"19:00:00","2-39-81-4550",1,22.425520110957
4465016-11-18,"16:00:00","2-39-81-4550",1,38.7671938212578
4465076-01-08,"22:00:00","2-39-81-4550",1,31.9112989757763
4465085-11-16,"23:00:00","2-39-81-4550",1,20.4761329305136
4465095-09-25,"00:00:00","2-39-81-4550",1,41.3302220549492
4465519-07-25,"19:00:00","2-39-139-28",1,3.50098008220044
4465696-12-22,"13:00:00","2-39-78-363",1,0.69507406131588
4465746-04-05,"18:00:00","2-39-81-4550",1,46.0630997583707
4466722-01-19,"21:00:00","2-39-81-4550",1,33.0554989075018
4466731-11-28,"22:00:00","2-39-81-4550",1,44.1331928345627
4466889-08-10,"14:00:00","2-39-81-4550",1,17.4708644981736
4467126-03-02,"14:00:00","2-39-81-4550",1,36.8819722650231
4468101-12-15,"17:00:00","2-39-139-28",1,6.56996805111821
4468161-02-03,"23:00:00","2-39-81-4550",1,26.3827563683867
4468308-12-10,"14:00:00","2-39-79-381",1,2.24767184035477
4468318-10-19,"15:00:00","2-39-81-4550",1,36.9059101654846
4468358-03-23,"19:00:00","2-39-81-4550",1,39.80395256917
4468387-10-17,"22:00:00","2-39-81-4550",1,13.2923076923077
4468397-08-25,"23:00:00","2-39-81-4550",1,29.9763676148796
4468841-03-10,"20:00:00","2-39-81-4550",1,33.3381393083293
